,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
10430,52,retired,divorced,1,1,yes,no,telephone,jun,mon,111,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10431,59,retired,married,1,2,yes,no,telephone,jun,mon,216,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10432,26,blue-collar,married,3,1,yes,no,telephone,jun,mon,102,35,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10433,55,blue-collar,married,1,2,no,no,telephone,jun,mon,431,1,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10434,31,blue-collar,married,3,1,no,no,telephone,jun,mon,19,21,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10435,37,technician,single,4,1,no,no,telephone,jun,mon,394,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10436,36,management,single,7,1,no,no,telephone,jun,mon,301,6,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10437,54,technician,married,7,2,no,no,telephone,jun,mon,71,4,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10438,24,services,single,4,1,yes,no,telephone,jun,mon,341,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10439,53,technician,married,6,2,no,no,telephone,jun,mon,54,1,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10440,28,admin.,married,7,1,yes,no,telephone,jun,mon,406,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10441,32,technician,married,6,1,yes,no,telephone,jun,mon,226,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10442,57,services,divorced,4,1,no,no,telephone,jun,mon,168,1,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10443,48,technician,married,4,1,unknown,unknown,telephone,jun,mon,221,1,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10445,48,unemployed,divorced,1,1,no,yes,telephone,jun,mon,119,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10446,39,services,single,4,2,no,yes,telephone,jun,mon,126,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10447,33,admin.,married,4,1,no,no,telephone,jun,mon,314,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10448,37,technician,single,7,1,no,no,telephone,jun,mon,182,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10449,32,blue-collar,married,4,2,no,no,telephone,jun,mon,353,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10450,42,admin.,single,4,1,no,no,telephone,jun,mon,362,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10451,34,blue-collar,married,2,2,no,no,telephone,jun,mon,75,7,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10452,35,admin.,married,4,1,no,no,telephone,jun,mon,142,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10453,47,blue-collar,married,3,2,no,no,telephone,jun,mon,146,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10454,42,housemaid,married,7,2,yes,no,telephone,jun,mon,345,4,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10455,57,management,married,7,2,no,no,telephone,jun,mon,103,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10456,44,blue-collar,married,1,1,yes,no,telephone,jun,mon,17,25,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10458,49,management,married,4,1,yes,no,telephone,jun,mon,26,18,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10459,30,blue-collar,married,3,1,no,no,telephone,jun,mon,141,6,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10460,41,blue-collar,married,3,1,no,no,telephone,jun,mon,14,20,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10462,39,entrepreneur,married,4,1,unknown,unknown,telephone,jun,mon,440,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10463,36,blue-collar,single,7,2,no,no,telephone,jun,mon,323,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10464,30,technician,divorced,6,1,yes,no,telephone,jun,mon,80,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10465,40,blue-collar,married,3,2,no,no,telephone,jun,mon,154,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10466,38,blue-collar,single,2,2,yes,no,telephone,jun,mon,97,6,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10467,51,admin.,married,4,1,no,no,telephone,jun,mon,368,12,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10468,55,management,married,7,1,yes,no,telephone,jun,mon,303,5,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10469,36,admin.,married,7,1,unknown,unknown,telephone,jun,mon,375,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10470,54,technician,married,4,1,no,no,telephone,jun,mon,77,5,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10471,32,student,single,7,1,yes,no,telephone,jun,mon,295,2,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10472,29,blue-collar,single,4,2,no,no,telephone,jun,mon,335,3,999,0,2,1.4,94.465,-41.8,4.96,5228.1,no
10473,52,entrepreneur,divorced,1,1,no,no,telephone,jun,tue,69,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10474,55,admin.,divorced,7,1,no,no,telephone,jun,tue,143,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10475,41,technician,married,7,1,yes,no,telephone,jun,tue,153,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10476,39,technician,married,6,1,no,no,telephone,jun,tue,83,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10477,36,blue-collar,single,2,1,yes,no,telephone,jun,tue,214,8,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10478,44,services,divorced,4,1,no,no,telephone,jun,tue,118,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10480,36,technician,married,6,2,no,no,telephone,jun,tue,78,10,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10481,34,services,married,4,1,no,yes,telephone,jun,tue,222,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10482,50,technician,married,6,1,yes,no,telephone,jun,tue,78,5,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10483,34,blue-collar,married,6,1,no,no,telephone,jun,tue,260,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10484,34,admin.,married,7,1,yes,no,telephone,jun,tue,150,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10485,36,services,married,4,2,no,no,telephone,jun,tue,49,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10486,52,management,divorced,4,1,no,no,telephone,jun,tue,62,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10487,45,blue-collar,divorced,1,1,yes,no,telephone,jun,tue,100,8,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10488,37,blue-collar,married,4,1,no,no,telephone,jun,tue,138,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10489,38,blue-collar,divorced,4,1,no,no,telephone,jun,tue,329,13,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10490,37,blue-collar,single,3,2,no,no,telephone,jun,tue,338,7,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10491,37,blue-collar,married,3,1,yes,no,telephone,jun,tue,331,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10492,30,technician,divorced,4,1,yes,yes,telephone,jun,tue,131,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10493,48,services,divorced,2,2,yes,no,telephone,jun,tue,319,8,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10494,43,technician,single,6,1,no,no,telephone,jun,tue,315,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10495,31,services,married,4,1,no,no,telephone,jun,tue,37,6,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10496,32,technician,single,7,1,yes,no,telephone,jun,tue,45,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10497,35,blue-collar,married,3,1,no,no,telephone,jun,tue,33,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10498,37,blue-collar,single,4,1,no,no,telephone,jun,tue,117,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10499,29,blue-collar,married,3,1,no,no,telephone,jun,tue,170,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10500,43,admin.,married,7,2,unknown,unknown,telephone,jun,tue,104,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10501,31,admin.,divorced,4,1,yes,yes,telephone,jun,tue,287,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10502,37,technician,single,7,1,yes,yes,telephone,jun,tue,43,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10503,54,services,married,7,1,no,no,telephone,jun,tue,345,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10504,47,blue-collar,married,1,2,yes,yes,telephone,jun,tue,168,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10505,39,blue-collar,married,3,1,no,yes,telephone,jun,tue,110,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10506,59,retired,single,4,1,no,no,telephone,jun,tue,193,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10507,57,technician,divorced,7,1,no,yes,telephone,jun,tue,187,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10508,46,admin.,single,7,1,yes,no,telephone,jun,tue,198,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10509,42,blue-collar,divorced,4,1,no,no,telephone,jun,tue,256,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10510,39,self-employed,married,3,2,yes,no,telephone,jun,tue,145,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10511,47,entrepreneur,married,6,2,yes,no,telephone,jun,tue,78,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10512,50,admin.,married,4,1,yes,no,telephone,jun,tue,285,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10513,26,technician,single,6,1,yes,no,telephone,jun,tue,160,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10514,50,admin.,married,4,1,no,no,telephone,jun,tue,442,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10515,54,management,divorced,7,1,yes,no,telephone,jun,tue,183,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10516,46,housemaid,married,1,2,no,yes,telephone,jun,tue,166,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10517,34,admin.,married,4,1,no,no,telephone,jun,tue,83,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10518,43,blue-collar,married,3,1,yes,no,telephone,jun,tue,128,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10519,31,services,single,7,1,yes,no,telephone,jun,tue,57,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10520,25,student,single,4,1,yes,no,telephone,jun,tue,173,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10521,36,blue-collar,single,3,1,no,no,telephone,jun,tue,145,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10522,53,admin.,married,3,1,no,no,telephone,jun,tue,116,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10523,55,technician,married,7,1,no,no,telephone,jun,tue,126,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10524,51,blue-collar,married,1,1,yes,no,telephone,jun,tue,83,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10525,39,blue-collar,married,2,1,no,no,telephone,jun,tue,196,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10526,31,admin.,divorced,4,1,unknown,unknown,telephone,jun,tue,68,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10527,41,admin.,married,7,1,yes,yes,telephone,jun,tue,75,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10528,38,blue-collar,single,1,1,no,no,telephone,jun,tue,123,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10529,28,blue-collar,single,3,1,no,no,telephone,jun,tue,138,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10530,44,technician,married,2,2,yes,no,telephone,jun,tue,98,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10531,50,services,single,1,1,yes,no,telephone,jun,tue,355,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10532,47,services,divorced,4,1,no,no,telephone,jun,tue,115,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10533,33,blue-collar,single,1,1,no,no,telephone,jun,tue,147,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10534,36,technician,married,6,1,yes,no,telephone,jun,tue,133,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10535,30,blue-collar,divorced,3,1,no,yes,telephone,jun,tue,134,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10536,34,admin.,single,4,1,no,no,telephone,jun,tue,60,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10537,35,entrepreneur,married,2,1,yes,no,telephone,jun,tue,147,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10538,37,technician,married,6,1,yes,no,telephone,jun,tue,296,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10539,31,blue-collar,married,6,1,no,no,telephone,jun,tue,70,8,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10540,53,blue-collar,married,1,2,no,no,telephone,jun,tue,527,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10541,49,blue-collar,married,3,1,no,yes,telephone,jun,tue,156,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10542,47,services,married,4,1,yes,no,telephone,jun,tue,187,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10543,55,admin.,married,4,1,yes,yes,telephone,jun,tue,269,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10544,48,admin.,married,4,2,yes,no,telephone,jun,tue,306,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10545,38,admin.,single,7,2,no,no,telephone,jun,tue,556,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,yes
10546,29,admin.,single,7,1,no,no,telephone,jun,tue,71,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10547,54,admin.,married,7,1,no,no,telephone,jun,tue,483,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10548,53,services,unknown,7,1,yes,no,telephone,jun,tue,382,5,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10550,32,blue-collar,married,2,2,no,no,telephone,jun,tue,404,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10551,24,blue-collar,married,3,2,no,no,telephone,jun,tue,218,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10552,27,blue-collar,married,3,1,no,no,telephone,jun,tue,121,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10553,28,admin.,married,4,1,no,no,telephone,jun,tue,98,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10554,37,self-employed,married,3,1,no,no,telephone,jun,tue,243,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10555,36,technician,married,7,1,no,no,telephone,jun,tue,181,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10556,40,admin.,single,7,2,no,no,telephone,jun,tue,99,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10557,27,self-employed,single,7,1,no,no,telephone,jun,tue,139,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10558,25,blue-collar,married,3,2,no,no,telephone,jun,tue,71,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10559,42,services,married,4,2,no,yes,telephone,jun,tue,214,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10560,36,services,divorced,7,1,no,no,telephone,jun,tue,198,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10561,39,unemployed,married,7,1,no,no,telephone,jun,tue,132,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10562,32,self-employed,married,6,1,no,no,telephone,jun,tue,129,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10563,30,technician,married,4,2,no,no,telephone,jun,tue,491,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10564,32,blue-collar,married,1,2,no,no,telephone,jun,tue,135,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10565,34,admin.,married,7,1,yes,yes,telephone,jun,tue,72,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10566,30,blue-collar,single,1,1,no,no,telephone,jun,tue,285,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10567,50,management,single,7,1,no,no,telephone,jun,tue,255,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10568,54,blue-collar,married,3,2,no,no,telephone,jun,tue,72,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10569,47,housemaid,single,1,1,no,no,telephone,jun,tue,241,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10571,56,technician,married,6,2,no,no,telephone,jun,tue,134,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10572,30,admin.,single,4,2,yes,no,telephone,jun,tue,483,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10573,34,admin.,single,4,1,no,no,telephone,jun,tue,423,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10574,38,admin.,married,7,1,yes,no,telephone,jun,tue,43,9,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10575,49,admin.,divorced,7,1,unknown,unknown,telephone,jun,tue,23,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10576,35,technician,single,7,1,no,no,telephone,jun,tue,48,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10577,45,blue-collar,single,1,2,no,no,telephone,jun,tue,254,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10578,32,unemployed,single,4,2,no,no,telephone,jun,tue,34,11,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10579,47,blue-collar,married,2,2,yes,no,telephone,jun,tue,388,9,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10580,36,technician,married,7,1,no,no,telephone,jun,tue,107,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10581,50,management,married,4,2,yes,no,telephone,jun,tue,135,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10582,50,technician,married,6,1,yes,yes,telephone,jun,tue,61,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10583,25,technician,married,4,1,no,no,telephone,jun,tue,157,5,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10584,37,blue-collar,single,2,2,unknown,unknown,telephone,jun,tue,82,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10585,31,blue-collar,married,2,1,yes,yes,telephone,jun,tue,105,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10586,38,admin.,single,3,1,no,no,telephone,jun,tue,98,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10587,45,technician,married,7,1,yes,no,telephone,jun,tue,189,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10589,38,technician,single,7,1,no,no,telephone,jun,tue,206,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10590,36,blue-collar,married,3,1,unknown,unknown,telephone,jun,tue,174,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10591,36,blue-collar,married,3,1,unknown,unknown,telephone,jun,tue,30,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10592,53,management,married,7,2,no,no,telephone,jun,tue,68,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10593,45,admin.,married,4,1,yes,no,telephone,jun,tue,174,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10594,34,management,married,7,1,yes,no,telephone,jun,tue,150,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10595,47,blue-collar,married,3,2,yes,no,telephone,jun,tue,123,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10596,49,blue-collar,married,3,2,no,yes,telephone,jun,tue,64,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10597,31,technician,single,7,1,no,no,telephone,jun,tue,91,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10598,38,management,married,4,2,yes,no,telephone,jun,tue,77,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10599,57,retired,single,6,1,no,yes,telephone,jun,tue,78,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10600,49,blue-collar,married,3,1,yes,no,telephone,jun,tue,79,31,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10601,51,blue-collar,married,1,2,yes,no,telephone,jun,tue,85,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10602,39,admin.,divorced,4,1,no,no,telephone,jun,tue,139,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10603,54,management,married,7,1,yes,no,telephone,jun,tue,89,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10604,52,services,married,4,1,yes,no,telephone,jun,tue,168,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10605,46,blue-collar,married,7,1,yes,yes,telephone,jun,tue,436,5,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10606,41,technician,married,7,1,no,no,telephone,jun,tue,88,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10607,40,admin.,married,4,1,unknown,unknown,telephone,jun,tue,43,6,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10608,38,blue-collar,married,3,2,yes,no,telephone,jun,tue,156,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10609,37,blue-collar,married,4,1,yes,no,telephone,jun,tue,171,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10610,31,services,married,4,2,yes,no,telephone,jun,tue,157,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10611,48,blue-collar,married,2,1,yes,no,telephone,jun,tue,130,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10612,44,technician,divorced,6,1,no,yes,telephone,jun,tue,50,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10613,36,technician,single,7,1,yes,no,telephone,jun,tue,49,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10614,32,self-employed,married,3,1,unknown,unknown,telephone,jun,tue,120,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10615,27,entrepreneur,single,7,1,no,no,telephone,jun,tue,259,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10616,35,blue-collar,married,3,1,yes,no,telephone,jun,tue,79,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10617,33,blue-collar,married,3,2,no,yes,telephone,jun,tue,321,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10618,37,technician,married,6,2,yes,yes,telephone,jun,tue,192,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10619,36,technician,married,4,1,no,no,telephone,jun,tue,128,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10620,39,blue-collar,married,2,1,yes,no,telephone,jun,tue,108,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10621,33,entrepreneur,married,7,1,yes,no,telephone,jun,tue,187,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10622,45,unknown,married,7,1,no,no,telephone,jun,tue,164,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10623,30,blue-collar,married,2,1,no,no,telephone,jun,tue,67,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10624,44,technician,single,7,1,yes,no,telephone,jun,tue,445,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10625,42,blue-collar,married,3,2,no,no,telephone,jun,tue,41,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10626,32,management,single,7,1,yes,no,telephone,jun,tue,344,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10627,37,admin.,married,4,1,yes,no,telephone,jun,tue,167,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10629,42,blue-collar,divorced,4,1,yes,no,telephone,jun,tue,226,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10630,30,technician,single,7,1,no,no,telephone,jun,tue,179,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10631,33,unemployed,divorced,6,1,yes,no,telephone,jun,tue,353,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10632,39,blue-collar,married,3,2,yes,no,telephone,jun,tue,34,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10633,43,technician,married,6,1,no,no,telephone,jun,tue,161,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10634,56,housemaid,divorced,1,2,yes,no,telephone,jun,tue,77,5,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10635,38,admin.,married,7,1,no,yes,telephone,jun,tue,346,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10637,44,admin.,divorced,4,2,no,no,telephone,jun,tue,81,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10638,36,management,married,7,1,yes,no,telephone,jun,tue,269,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10639,41,services,married,4,2,yes,yes,telephone,jun,tue,31,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10640,39,student,single,7,1,yes,no,telephone,jun,tue,367,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10641,32,technician,married,6,1,yes,no,telephone,jun,tue,229,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10642,49,admin.,single,7,2,unknown,unknown,telephone,jun,tue,479,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10643,47,admin.,married,7,1,no,yes,telephone,jun,tue,24,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10644,33,blue-collar,married,3,1,no,yes,telephone,jun,tue,16,3,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10645,47,technician,married,6,1,no,no,telephone,jun,tue,88,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10647,45,admin.,divorced,7,2,yes,no,telephone,jun,tue,205,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10648,38,blue-collar,married,6,1,no,no,telephone,jun,tue,291,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10650,57,self-employed,married,7,2,yes,no,telephone,jun,tue,279,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10651,31,admin.,married,4,1,yes,no,telephone,jun,tue,166,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10652,35,blue-collar,married,2,1,no,no,telephone,jun,tue,92,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10653,58,retired,married,1,1,yes,no,telephone,jun,tue,254,1,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10654,57,management,divorced,7,2,yes,yes,telephone,jun,tue,236,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10655,30,technician,single,6,1,no,no,telephone,jun,tue,19,4,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
10656,50,admin.,married,7,2,yes,no,telephone,jun,tue,93,2,999,0,2,1.4,94.465,-41.8,4.961,5228.1,no
